donor_name,canonical_name,total_given,rank_overall
Lutheran Partners Global Ministry,,14384057.82,3141
LUTHERAN PARTNERS IN GLOBAL MINISTRY,,24774870.64,1958
LUTHERAN WORLD FEDERATION,,58287443.17,778
Lutheran World Relief,Lutheran World Relief,27216272.27,1773
Lutheren World Relief LWR,Lutheran World Relief,17658775.04,2666
MAA International,,45907091.56,985
MacArthur Foundation,John D and Catherine T MacArthur Foundation,39803220,1179
MACQUARIE CAPITAL SECURITIES INDIA PRIVATE LIMITED,,12570500,3570
Macquarie Group Foundation,,11316400.15,3898
Madan Trust Trading,,9703160,4420
MADANJEET SINGH FOUNDATION,,40831456,1134
Madhepur Education and Welfare Trust,,21537159.28,2238
Madhepura Electric Locomotive Pvt Ltd,,9425991,4532
Madhya Pradesh Jesuits,,22079822,2197
MAGIC BUS USA,,25996000,1862
Mahabodhi Metta Foundation,,343259572,89
Maharashtra Foundation,Maharashtra Foundation,21394391.56,2254
MAHARASHTRA FOUNDATION INC,Maharashtra Foundation,13324952.04,3377
MAHARASHTRA MISSION SOCIETY FOR DEAF,,17827959,2649
Maharashtra Seva Samittee Orgnization,,34275803.15,1386
Mahavir Charitable Trust,,22511040,2165
Mahavir Trust,,8845050,4734
Mahayana Sutra,Mahayana Sutra and Tantra Centre,17394846,2697
Mahayana Sutra and Tantra Centre,Mahayana Sutra and Tantra Centre,39491200,1188
MAHAYANA SUTRA AND TANTRA CENTRE,Mahayana Sutra and Tantra Centre,18809540,2519
Maher Osterrecihisches Hiltproject,,14616777,3101
MAHINDRA FOUNDATION UK,Mahindra Foundation,10890200,4015
MAHINDRA FOUNDATION USA,Mahindra Foundation,67976172.11,639
Mahyco Monsanto Biotech  India Private Limited,,58070000,781
Maison Mere Generalle,,72468356,592
Maitri Trust,,31362000,1534
Make A Wish International,,47238901.5,958
Malabar Province,,25530026,1884
Malala Fund,,15743259.22,2924
Malteser International,Malteser International,43082048.65,1064
Malteser International Europa,Malteser International,82743403.09,526
MAMA CASH,Mama Cash,10492614.57,4143
Mama Cash,Mama Cash,8505483.23,4883
Manan Limited,,29212635,1653
MANAV SADHNA USA,,34294242.77,1383
Mancikalalu Onlus,,8882468.12,4718
MANGO TREE GOA,,20539436,2338
MANISTRY OF AWQAF AND ISLAMIC AFFAI,,10550187,4126
Manitese,,8907551.46,4704
Manitoba University,University of Manitoba,26804038.91,1809
Manjari Sankurathri Memorial Foundation,,39343571,1194
Mannion Daniel Ltd,Mannion Daniels Ltd,10805487,4041
Mannion Daniels Limited,Mannion Daniels Ltd,68674239.61,634
MANNION DANIELS LIMITED,Mannion Daniels Ltd,15757984.93,2923
MANNION DANIELS LTD,Mannion Daniels Ltd,15559574.5,2956
Mannion Daniels Ltd.,Mannion Daniels Ltd,24144244.64,2016
Manos Unidas,Manos Unidas,512068771.8,55
MANOS UNIDAS,Manos Unidas,353887518.2,88
Manos Unidas Barquillo,Manos Unidas,12135084,3675
Manos Unidas Comite,Manos Unidas,14188991,3185
MANOS UNIDAS COMITE,Manos Unidas,8774270.14,4764
MANOS UNIDAS SPAIN,Manos Unidas,22205090,2187
Manos Unidas SPain,Manos Unidas,11626800,3810
Mar Gregorios Asram Charitable Association,,16588516.87,2798
Mar Thoma Mission Board,,11248427.32,3914
MARANATHA FAITH MINISTRIES,,76729514.97,568
Maranatha Ministries Foundation Inc,,8522371.99,4879
Maranatha Volunteers,Maranatha Volunteers,81407247.43,539
MARANATHA VOLUNTEERS INTERNATIONAL,Maranatha Volunteers,115825118.4,354
Marchig Animal Welfare Trust,,17117999.84,2735
Margrit Gemann,,10425541,4166
MARIA ASSUMPTA TRUST,,14264782,3169
Maria Theresia Scherer,,10096581,4269
MARIANS GENERALATE,,11120770,3958
MARIE STOPES INTERNATIONAL,,72351536,594
Marist Solidarity,,15945118.13,2897
Markazul Ighasathil Kairiyyathil Hindiyya,,53148422,839
MARKUS ZURCHER,,63826118.72,690
MARUTI SUZUKI INDIA LIMITED,Maruti Suzuki India Limited,13773633,3269
Maruti Suzuki India Limited,Maruti Suzuki India Limited,13621875,3302
Mary K C And Community,,11605932,3820
MARY MATHA,Mary Matha Provincial House,15500000,2967
Mary Matha Provincial House,Mary Matha Provincial House,33176788,1446
Mary Star Of The Sea Church,,16299331.84,2849
Mary Ward IRE Mission Fund,,9671599.95,4439
Maryland Province Jesuits,,17088705.67,2737
Marymatha Province of Vincentian Congregation,,22938474.41,2125
MARYS MEALS INTERNATIONAL,,37656342,1251
Massachusetts General Hospital,,12446691.6,3605
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,84143495.42,517
MATHRUDEVI VISHWASHANTHI ASHRAMAM TRUST,,12535282,3579
MATLIWALA DARUL ALOOM CHARITABLE TRUST,,21983056,2204
Matliwala Darul Uloom Charitable Trust,,10757714,4058
MBMSI,,14675299,3090
MC FATHERS,,16135042.92,2871
McAfee Software I Pvt Ltd,,20470843,2347
MCBS Generalate,,18781346.24,2524
McCabe Educational Trust,,14494230.4,3122
MCDPF Aramco,,12297779,3645
Mckinsey and Company Inc,McKinsey and Company,25263813,1907
Mckinsey Knowledge Centre India Pvt Ltd,McKinsey and Company,12437230,3609
Mckinsey Social Initiative Inc,McKinsey and Company,35835971,1311
MCP Foundation,,10295222,4204
MDM Foundation,,33657358,1415
MDM Hearts  and Hands,,14693916.39,3086
MEDICAL AMBASSADORS INTERNATIONAL,,8338269,4953
Medical Mission of India,,31327659,1537
Medical Mission Sisters,,43114740,1063
MEDICUS MUNDI GIPUZKOA,,16429953,2830
MEENAKSHI FOUNDATION,,8353581.04,4948
Meher Fund Inc,,51660366,860
MEMISA BELGIUM,,52769288,843
Mennonite Central Committee,Mennonite Central Committee,71566874,604
MENNONITE CENTRAL COMMITTEE,Mennonite Central Committee,44743818,1012
Mennonite Central Committee India,Mennonite Central Committee,11001910,3984
MENNONITE CENTRAL COMMITTEE U S,,252093213.8,138
Mensen Met Een Missie,Mensen Met Een Missie,13377472.74,3365
mensen met een missie,Mensen Met Een Missie,12984202,3458
Mercedes Benz Research and Development India private limited,Mercedes Benz Research and Development India Pvt Ltd,8893640,4713
Mercedes Benz Research and Development India Pvt Ltd,Mercedes Benz Research and Development India Pvt Ltd,22665340,2147
MERCY SMILE INTERNATIONAL OUTREACH,,9558993.01,4485
Merrimac Middle East,,18827850,2516
MESEREOR,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),29425601,1639
MHAMET,,16476513,2822
MIBLOU,,10765735.1,4056
Michael  Susan Dell Foundation,Michael and Susan Dell Foundation,59463616,762
Michael and Susan Dell Foundation,Michael and Susan Dell Foundation,137962763,298
Michael And Susan Dell Foundation,Michael and Susan Dell Foundation,30989237,1558
Michael and Susan Dell Foundation USA,Michael and Susan Dell Foundation,51984316,854
MICHAEL BREHL,,15037350,3040
MICHAEL SUSAN DELL FOUNDATION,Michael and Susan Dell Foundation,48000000,942
Michelin Corporate Foundation,Michelin Corporate Foundation,13112312,3429
Michelin India Private Limited,Michelin Corporate Foundation,11273263,3909
Micronutrient Initiative,Nutrition International,12598190,3562
Microsoft Corporation India Private Limited,Microsoft Corporation India Pvt  Ltd,37175150,1265
Microsoft Corporation India Pvt  Ltd,Microsoft Corporation India Pvt  Ltd,24641107,1968
Microsoft Corporation India Pvt  ltd,Microsoft Corporation India Pvt  Ltd,18852165,2512
Middlebury College,,25304110,1904
Miissionaries of the Sacred Heart,,15382401,2987
Milaan Foundation USA,,9280028.5,4573
MILL HILL SCHOOL,,17044246,2744
Miloda Academy of financial studies,,9735750,4408
Ministry of Awqaf and Islamic Affairs,,35454938,1327
Ministry of Education,,11781526.73,3769
ministry of endowment,,9026308,4659
Ministry of Public Administration,,21993842,2203
Miracle Foundation,,17258475.07,2710
Miracle Foundation India,,14761377,3077
Misean Cara,,24363447,1998
MISEREOR,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),612806321.3,43
Misereor,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),330314617.5,91
Misereor   KZE,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),14381438,3142
Misereor  KZE,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),11033906,3975
Misereor Brucells,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),11987379.8,3713
MISEREOR e V KZE,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),24830776.9,1955
Misereor Germany,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),12991579.7,3456
Misereor Kathlische Zentralstelle fur Entwicklungshilfe E V,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),29593829.9,1632
MISEREOR KZE,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),9873622.13,4363
Misereor Postfach,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),17289522.2,2708
Miserior,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),17134671,2731
Miseror,Katholische Zentralstele Entwicklungshilfe (KZE Misereor),165152679,242
MISIONERAL DE CRISTO JESUS,,24619862,1970
misiones salesianas,Misiones Salesianas,41822109,1102
MISIONES SALESIANAS,Misiones Salesianas,31233951,1544
Misiones Salesianas,Misiones Salesianas,25008318,1924
Misionprokur Steylermission,,9973750.29,4316
MISSIE PROCCUR SOLIDARY WITH INDIA,Missieprocuur Solidarity with India,11585869,3825
Missieprocuur,Missieprocuur Solidarity with India,34785161,1356
Missieprocuur Solidarity with India,Missieprocuur Solidarity with India,9490133.85,4513
Missio,,155917187.1,255
MISSIO,,135660293.7,302
Missio Aachen,Missio Aachen,59007376.21,768
MISSIO AACHEN,Missio Aachen,32622367.7,1471
Missio EV Goethestrasse,,9443148.74,4525
Missio Germany,,11375338.22,3883
Missio Int Kath Missioners,,23154528,2109
Missio Internationales,,10248912,4219
MISSIO MUNCHEN,Missio Munchen,28613106.53,1686
Missio Munchen,Missio Munchen,27817076.04,1735
Missio Munich,Missio Munchen,12392512,3617
Missio Munich Internationales,Missio Munchen,8458734,4901
Missio Pontifical Mission,,9290257,4569
MISSIO PONTIFICIAL MISSION SOCIETY,,8342931.42,4949
MISSION BAMBINI FOUNDATION,,23984763,2034
Mission Baptist International Foundation,,12167830,3671
Mission Cara,,10629692,4102
Mission Delegation,,15708274,2930
Mission for vision,Mission for Vision,61270000,738
Mission for Vision,Mission for Vision,24392652,1995
MISSION FOR VISION,Mission for Vision,21500000,2242.5
Mission In Action,,13131796,3421
MISSION INKATH,Mission Int Kath Missionswerk,16503229,2814
Mission Int Kath Missionswerk,Mission Int Kath Missionswerk,13801086,3261
Mission International,,17376632.42,2698
Mission of Mercy,,42081755.79,1094
Mission of Mercy Canada,,140098795.1,292
Mission of Mercy India,,101970968.2,411
MISSION OF MERCY ONE CHILD MATTER USA,,8597028,4853
MISSION PAPSTLICHE MISSIONSWERKE,,9846224,4377
MISSION PROCCURATE,,21626870,2229
Mission Procurator Jesuit Mission,,15073690.72,3036
Mission Prokur,MISSION PROKUR DER SALESIANER,37658200.2,1250
MISSION PROKUR DER SALESIANER,MISSION PROKUR DER SALESIANER,20334785,2359
Mission Rabies Ltd,,8318716.79,4959
Mission To Asia,,28362391.91,1700
MISSION TO CHILDREN USA,,10326780,4193
MISSION TO THE WORLD,,66359140.13,657
MISSION VOICE NETWORK MINISTRIES,,60789505.8,747
Missionare des HI Franz von Sales M S F S ev,,121400605,339
MISSIONARI D AFRICA,,33072275,1453
Missionaries La Salette,,9519830,4498
Missionaries of Charity Aus,,17449770,2688
Missionaries of Charity Canada,,13367799.03,3370
Missionaries of Charity LON,,155858777.2,256
Missionaries of Charity NYK,,2129427457,4
Missionaries of Charity Rome,,38309734.04,1231
Missionaries of Charity SPN,,36600000,1285
Missionaries of Faith USA,,13040326.5,3442
Missionaries Of Our Lady of La Salette,,14202634,3182
Missionaries of St Francis De Sales,,59272721,766
Missionaries of st john the baptist,,9959188,4324
MISSIONARIES OF the SACRED HEART,,10393350,4177
Missionary Sisters of St Peter Claver,,21023070.5,2292
Missionary Society of St Thomas,,8948791.04,4689
Missione Calcutta Onlus,,85672664.94,512
Missiones Salesianas,,16501207,2817
Missiones Salesianas Ferraz,,12094874,3679
Missiones Salesians,,8644271,4827
Missioni Rog Onlus,,62086114,724
Missionprokur,,10914936,4009
Missionprokur der Jesuiten,,24569420.63,1976
Missions Etrangeres de Paris,,18746026,2529
MISSIONS ETRANGERES DE PARIS,,11517138.55,3842
Missions India International Inc,,41190809.84,1117
Missions International,,43282864.75,1055
Missions Kongregation of the Daughters of St Thomas e v,,36352821,1297
Missions Prokur,,39405430.74,1191
MISSIONS PROKUR DEUTCHEN PROVINZ DER JESUITIEN,,16355146.78,2839
Missions Sainte Croix,,9855934.06,4373
Missions Salesiano,,13895644,3245
Missions Salesians,Misiones Salesianas,13196574,3407
MISSIONSPORKURA DER PALLOTTINER,,13099201,3431
Missionsprokur,,83407684.95,522
MISSIONSPROKUR DER MONTFORTANER PATRES,,8934287,4697
MISSIONSPROKUR ST GABRIEL,,21427724,2251
MISSIONSPROKURA Der Pallottiner,MISSIONSPROKURA Der Pallottiner,11202619,3936
MISSIONSPROKURA DER PALLOTTINER,MISSIONSPROKURA Der Pallottiner,8651961.79,4822
MISSIONSPROKURE JESUITENMISSION,,24523452.03,1978
Missionsprokvr D Deustschen Jesuiten,,11326717.08,3897
MISSIONSWERK DER KINDER IN DEUTSCHLAND,,10791197.19,4046
Missionswerk Karlsruhe,,44613908.68,1018
MISSIONSZENTRAL E DER FRANZISKANER,Missionszentrale der Franziskaner,67166098.92,647
Missionszentrale der Franziskaner,Missionszentrale der Franziskaner,25146672.08,1917
Missionszentrale Der Franziskaner,Missionszentrale der Franziskaner,16620363.41,2793
MISSIONWERK,,15558640.38,2957
Missiprocuur,,9609483.85,4470
MISSONARE DE HL FRANZ VON SALES,,48028697,940
Mitsubishi Corporation,,16958000,2752
MIVA,,14213147.98,3179
MIVA Austria,,10784362.98,4050
Mlinda Foundation,,19711750.45,2415
Mobile Creches,,12872323.78,3492
MOHAMMED BIN RASHID ALMAKATOOM CHARITY,,48947645.21,916
MONA FOUNDATION,,21580691.49,2232
Mona Foundation,,15058152,3038
Monbulk Christian Fellowship,,9776999.02,4396
Mondelez India Foods Private Limited,,49233802,907
Monsanto Holdings Private Limited,,13890560,3249
Monsanto India Limited,,44095875,1031
MONTGOMERY CITY CHURCH OF CHRIST,,12515427.74,3583
Montpelier Foundation,,18367743.6,2578
Morgan Stanley  India Co  Pvt Ltd,Morgan Stanley,15022752,3042
Morgan Stanley Advantage Services Private Limited,Morgan Stanley,49129000,910
Morgan Stanley Advantages,Morgan Stanley,21081000,2283
Morgan Stanley Global Impact Funding Trust,Morgan Stanley,38820186,1209
Morgan Stanley India Company Private Limited,Morgan Stanley,30675500,1569
Morgan Stanley India Primary Dealer Pvt Ltd,Morgan Stanley,15703800,2933
Mosaic India Pvt Ltd,,19900000,2401
Mother General,Mother General,56907753,799
MOTHER GENERAL,Mother General,9165741,4619
Mother House,,48352785.18,930
Mother House St Lioba,,32353813.96,1481
Mother MiracleTrust,,12167109.05,3672
Mother Prioress,,9969038.91,4320
MOTHER PROVINCE,,13116028,3427
MOTHERS CARE INDIA,,8384001,4936
Motivation Charitable Trust,,11644735.01,3806
MOTT Foundation,,13300664.6,3384
Mott MacDonald Ltd,,9471832.51,4516
MOTWANE FOUNDATION INC,,30968152.54,1560
Mount Carmel Provincial House,Mount Carmel Provincial House,26130326.5,1853
Mount Carmel Provincial House Trivandrum,Mount Carmel Provincial House,15407179,2983
MOVIMMENTO ADOZIONI MISSIONARIE,,15458353,2971
Mr Arturo Vicari,,15977228,2893
MR CAL HEKMAN TRACT LEAGUE,,28535757,1691
Mr Franz Josef Heurs and Co,,11965028,3718
MR MARKUS ZURCHER,,9097823.1,4637
MR. ANTOINE M. WILMERING,,9659029,4444
MRS CHRISTIAN BLESS,,15993040.48,2891
MS ChildFund International,,17178876.57,2722
Ms Entac Pte Ltd,,109089823,383
Ms Quasar Growth Group Limited Raj Khosla,,9542207,4491
MS REACHING THE UNREACHED,,88882116.58,487
MSC Canada,,11553347.42,3832
MSC Crewing SErvices Pvt Ltd,,9029500,4658
MSC Mission Office,,37500173,1256
MSC SISTERS,,8659945,4819
MSJ Fathers,,12642611,3549
MUHAMMED BIN RASHID ALI MAKTOUM HUMANITERIAN AND CHARITY ESTABLISHMENT,Muhammed bin Rashid Ali Maktoum Humanitarian and Charity Est,18279980.62,2595
MUHAMMED BIN RASHID ALI MAKTOUM HUMANITERIAN AND CHARITY ESTABLISHMENT AL AHLI HOLDING GROUP,Muhammed bin Rashid Ali Maktoum Humanitarian and Charity Est,14880191.98,3064
Mukti Overseas Aid Fund,,45869920,988
MUNI SEVA SASHRAM CHARITABLE FOUNDATION,,113510223.6,363
Munshi Memorial Charitable Trust,Munshi Memorial Charitable Trust,61008180.29,741
MUNSHI MEMORIAL CHARITABLE TRUST,Munshi Memorial Charitable Trust,10419130,4169
Munshi Trust UK,Munshi Memorial Charitable Trust,13013077,3449
MUSLIM AID,Muslim Aid,41057245.39,1119
Muslim Aid,Muslim Aid,18961777.91,2499
Muslim welfare Institute,,72392302.46,593
MUSLIM WORLD LEAGUE INTERNATIONAL FOUNDATION,,8680705.08,4808
MUTTER HAUS,,12069221,3691
Mutter Meera Stiftung,,9462375,4518
Mutter Teresa,,14810801.25,3070
Mutterhaus,,42867755.64,1073
Mutterhaus Freiburge,,13243899,3395
Mutterhaus Fulda,,46338015,976
Mutterhaus Paderborn,,43790596,1041
Muzu Hilfsfonds Brunnenthal,,10506452,4138
MWV India Paperboard Packaging Private Limited,,42000000,1096
MYLAN,,9446000,4524
Namaste India Children Fund,,15732805.73,2926
Namaste Onore a te Onlus,Namaste Onore a te Onlus,24885735,1947
Namaste Onore Ate Onlus,Namaste Onore a te Onlus,48454216,925
NAMBIKKAY,,9405875.56,4536
NANDALALA MISSION OF CALIFORNIA,,39208441,1199
Nandri Kinderhilfe,,8555600.75,4864
Nappanee Missionary Church,,18279873.26,2596
NARAYAN SEVA SANSTHAN U.K.,NARAYAN SEVA SANSTHAN UK,16545189,2804
NARAYAN SEVA SANSTHAN UK,NARAYAN SEVA SANSTHAN UK,10121286,4259
NARAYAN SEWA SANSTHAN INC,NARAYAN SEVA SANSTHAN UK,74947340,581
NARESH C  JAIN FOUNDATION,,8637949.66,4830
NASIMCO,,12885250,3481
NASSCOM Foundation,NASSCOM Foundation,37722789.76,1248
NASSCOM FOUNDATION,NASSCOM Foundation,28812002,1672
Nasscom Foundation,NASSCOM Foundation,14755832,3079
Natan Foundation,,12057209,3695
NATIONAL ASSOCIATION FOR ADVANCEMENT OF DALITS ADIVASIS AND MINORITIES,,40100724,1160
NATIONAL BUREAU OF ECONOMIC RESEARCH,National Bureau of Economic Research,59745917.55,757
National Endowment for democracy,National Endowment for Democracy (NED),14730826,3083
National Foundation for India,National Foundation for India,112189628,369
NATIONAL FOUNDATION FOR INDIA,National Foundation for India,32495743,1475
National Foundation For India,National Foundation for India,10000355,4290
National Foundation of India,National Foundation for India,29002315,1663
National Inquiry Services Centre Pty Ltd,,10297065.94,4203
National Institute of Health,National Institutes of Health,9524411,4496
National Institutes of Health,National Institutes of Health,19566074.5,2427
NATIVE,,10055090.7,4278
Native missionary movement,Native Missionary Movement,62337831,721
Native Missionary Movement,Native Missionary Movement,20710912,2322
Nav Bharat Jagriti Kendra,,37405572,1261
NAVIG Eight Shipmanagement Pvt Ltd,,17372460,2700
NAVSARJAN TRUST SURAT,,9094665,4639
NAZARETH ASSOCIATION FOR SOCIAL AWARENESS,,61704364.75,733
Nazareth Literary and Benevolent,Nazareth Literary and Benevolent Institution,17626081,2669
